row_index,sample_id,temperature,temperature_index,replicate_index,chain_index,chain_id,seed,initial_state,production_sweep_number,sample_index_within_chain,split_name,energy_per_spin,signed_magnetisation,absolute_magnetisation,acceptance_fraction
186,d25_t00_r03_s036,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1480,36,validation,-1.96,-0.99,0.99,0.013000000000000006
187,d25_t00_r03_s037,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1520,37,validation,-1.95,-0.985,0.985,0.013312500000000005
188,d25_t00_r03_s038,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1560,38,validation,-1.96,-0.99,0.99,0.016312499999999994
189,d25_t00_r03_s039,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1600,39,validation,-1.96,-0.99,0.99,0.011125000000000006
190,d25_t00_r03_s040,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1640,40,validation,-1.96,-0.99,0.99,0.013000000000000006
191,d25_t00_r03_s041,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1680,41,validation,-1.98,-0.995,0.995,0.014812500000000003
192,d25_t00_r03_s042,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1720,42,validation,-1.9,-0.975,0.975,0.012375000000000008
193,d25_t00_r03_s043,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1760,43,validation,-1.96,-0.99,0.99,0.012187500000000007
194,d25_t00_r03_s044,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1800,44,validation,-1.93,-0.98,0.98,0.013000000000000003
195,d25_t00_r03_s045,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1840,45,validation,-2.0,-1.0,1.0,0.014500000000000004
196,d25_t00_r03_s046,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1880,46,validation,-1.94,-0.985,0.985,0.012687500000000008
197,d25_t00_r03_s047,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1920,47,validation,-1.98,-0.995,0.995,0.013625000000000002
198,d25_t00_r03_s048,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,1960,48,validation,-1.98,-0.995,0.995,0.015125000000000005
199,d25_t00_r03_s049,1.5,0,3,3,ising2d_t00_r03_seed25054,25054,down,2000,49,validation,-1.96,-0.99,0.99,0.011437500000000007
200,d25_t00_r04_s000,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,40,0,test,-1.88,0.935,0.935,0.01443750000000001
201,d25_t00_r04_s001,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,80,1,test,-1.98,0.995,0.995,0.012250000000000004
202,d25_t00_r04_s002,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,120,2,test,-1.94,0.98,0.98,0.020062500000000004
203,d25_t00_r04_s003,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,160,3,test,-1.94,0.985,0.985,0.017937500000000002
204,d25_t00_r04_s004,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,200,4,test,-1.91,0.975,0.975,0.012250000000000004
205,d25_t00_r04_s005,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,240,5,test,-1.91,0.96,0.96,0.012062500000000006
206,d25_t00_r04_s006,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,280,6,test,-1.92,0.98,0.98,0.012625000000000006
207,d25_t00_r04_s007,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,320,7,test,-2.0,1.0,1.0,0.014250000000000002
208,d25_t00_r04_s008,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,360,8,test,-1.98,0.995,0.995,0.017062499999999998
209,d25_t00_r04_s009,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,400,9,test,-1.92,0.975,0.975,0.011375000000000007
210,d25_t00_r04_s010,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,440,10,test,-1.98,0.995,0.995,0.011000000000000005
211,d25_t00_r04_s011,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,480,11,test,-1.96,0.99,0.99,0.012437500000000008
212,d25_t00_r04_s012,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,520,12,test,-1.98,0.995,0.995,0.015187499999999998
213,d25_t00_r04_s013,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,560,13,test,-2.0,1.0,1.0,0.0171875
214,d25_t00_r04_s014,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,600,14,test,-1.95,0.985,0.985,0.012937500000000001
215,d25_t00_r04_s015,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,640,15,test,-1.97,0.99,0.99,0.014812499999999998
216,d25_t00_r04_s016,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,680,16,test,-1.94,0.985,0.985,0.0134375
217,d25_t00_r04_s017,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,720,17,test,-1.98,0.995,0.995,0.013000000000000003
218,d25_t00_r04_s018,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,760,18,test,-2.0,1.0,1.0,0.011437500000000007
219,d25_t00_r04_s019,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,800,19,test,-1.92,0.98,0.98,0.013625000000000003
220,d25_t00_r04_s020,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,840,20,test,-1.93,0.98,0.98,0.015375
221,d25_t00_r04_s021,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,880,21,test,-1.94,0.985,0.985,0.0156875
222,d25_t00_r04_s022,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,920,22,test,-1.98,0.995,0.995,0.015625000000000003
223,d25_t00_r04_s023,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,960,23,test,-1.92,0.98,0.98,0.017562499999999998
224,d25_t00_r04_s024,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1000,24,test,-1.89,0.97,0.97,0.011375000000000007
225,d25_t00_r04_s025,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1040,25,test,-1.92,0.98,0.98,0.014375000000000002
226,d25_t00_r04_s026,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1080,26,test,-1.94,0.985,0.985,0.010937500000000006
227,d25_t00_r04_s027,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1120,27,test,-1.97,0.99,0.99,0.011062500000000006
228,d25_t00_r04_s028,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1160,28,test,-2.0,1.0,1.0,0.015999999999999993
229,d25_t00_r04_s029,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1200,29,test,-1.92,0.98,0.98,0.015500000000000009
230,d25_t00_r04_s030,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1240,30,test,-1.98,0.995,0.995,0.013562500000000005
231,d25_t00_r04_s031,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1280,31,test,-1.98,0.995,0.995,0.011000000000000005
232,d25_t00_r04_s032,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1320,32,test,-1.98,0.995,0.995,0.013875000000000004
233,d25_t00_r04_s033,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1360,33,test,-1.94,0.98,0.98,0.010937500000000005
234,d25_t00_r04_s034,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1400,34,test,-1.98,0.995,0.995,0.012687500000000008
235,d25_t00_r04_s035,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1440,35,test,-1.92,0.98,0.98,0.017187500000000005
236,d25_t00_r04_s036,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1480,36,test,-1.95,0.985,0.985,0.0165625
237,d25_t00_r04_s037,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1520,37,test,-1.88,0.96,0.96,0.012687500000000008
238,d25_t00_r04_s038,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1560,38,test,-1.96,0.99,0.99,0.014875000000000003
239,d25_t00_r04_s039,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1600,39,test,-1.92,0.975,0.975,0.012187500000000007
240,d25_t00_r04_s040,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1640,40,test,-1.94,0.985,0.985,0.018249999999999995
241,d25_t00_r04_s041,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1680,41,test,-1.92,0.98,0.98,0.0141875
242,d25_t00_r04_s042,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1720,42,test,-1.91,0.975,0.975,0.0171875
243,d25_t00_r04_s043,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1760,43,test,-1.95,0.985,0.985,0.014624999999999999
244,d25_t00_r04_s044,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1800,44,test,-2.0,1.0,1.0,0.013062500000000005
245,d25_t00_r04_s045,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1840,45,test,-2.0,1.0,1.0,0.010375000000000006
246,d25_t00_r04_s046,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1880,46,test,-1.98,0.995,0.995,0.010437500000000006
247,d25_t00_r04_s047,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1920,47,test,-1.98,0.995,0.995,0.010125000000000006
248,d25_t00_r04_s048,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,1960,48,test,-1.93,0.98,0.98,0.012687500000000004
249,d25_t00_r04_s049,1.5,0,4,4,ising2d_t00_r04_seed25072,25072,up,2000,49,test,-1.94,0.985,0.985,0.016062500000000004
250,d25_t00_r05_s000,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,40,0,test,-1.94,-0.985,0.985,0.011125000000000006
251,d25_t00_r05_s001,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,80,1,test,-1.92,-0.975,0.975,0.014250000000000002
252,d25_t00_r05_s002,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,120,2,test,-1.96,-0.99,0.99,0.015062500000000006
253,d25_t00_r05_s003,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,160,3,test,-1.96,-0.99,0.99,0.013375000000000007
254,d25_t00_r05_s004,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,200,4,test,-1.89,-0.97,0.97,0.010875000000000006
255,d25_t00_r05_s005,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,240,5,test,-1.97,-0.99,0.99,0.014625000000000008
256,d25_t00_r05_s006,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,280,6,test,-1.96,-0.99,0.99,0.012000000000000007
257,d25_t00_r05_s007,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,320,7,test,-2.0,-1.0,1.0,0.011000000000000005
258,d25_t00_r05_s008,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,360,8,test,-1.96,-0.99,0.99,0.014375000000000002
259,d25_t00_r05_s009,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,400,9,test,-1.91,-0.97,0.97,0.014000000000000004
260,d25_t00_r05_s010,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,440,10,test,-1.91,-0.97,0.97,0.019125000000000007
261,d25_t00_r05_s011,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,480,11,test,-1.89,-0.97,0.97,0.013000000000000006
262,d25_t00_r05_s012,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,520,12,test,-1.96,-0.99,0.99,0.015875000000000004
263,d25_t00_r05_s013,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,560,13,test,-1.98,-0.995,0.995,0.0134375
264,d25_t00_r05_s014,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,600,14,test,-1.98,-0.995,0.995,0.011625000000000007
265,d25_t00_r05_s015,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,640,15,test,-1.94,-0.985,0.985,0.012125000000000007
266,d25_t00_r05_s016,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,680,16,test,-1.98,-0.995,0.995,0.012875000000000003
267,d25_t00_r05_s017,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,720,17,test,-1.98,-0.995,0.995,0.014500000000000002
268,d25_t00_r05_s018,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,760,18,test,-1.98,-0.995,0.995,0.013000000000000003
269,d25_t00_r05_s019,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,800,19,test,-2.0,-1.0,1.0,0.011437500000000005
270,d25_t00_r05_s020,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,840,20,test,-1.94,-0.985,0.985,0.011437500000000007
271,d25_t00_r05_s021,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,880,21,test,-1.98,-0.995,0.995,0.013125000000000003
272,d25_t00_r05_s022,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,920,22,test,-1.9,-0.97,0.97,0.012437500000000006
273,d25_t00_r05_s023,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,960,23,test,-1.94,-0.985,0.985,0.013437500000000008
274,d25_t00_r05_s024,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1000,24,test,-1.88,-0.96,0.96,0.011687500000000007
275,d25_t00_r05_s025,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1040,25,test,-1.94,-0.985,0.985,0.013937500000000009
276,d25_t00_r05_s026,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1080,26,test,-1.94,-0.985,0.985,0.015000000000000005
277,d25_t00_r05_s027,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1120,27,test,-1.89,-0.97,0.97,0.013437500000000005
278,d25_t00_r05_s028,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1160,28,test,-1.95,-0.985,0.985,0.012312500000000006
279,d25_t00_r05_s029,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1200,29,test,-1.94,-0.985,0.985,0.012250000000000004
280,d25_t00_r05_s030,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1240,30,test,-1.98,-0.995,0.995,0.012125000000000007
281,d25_t00_r05_s031,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1280,31,test,-2.0,-1.0,1.0,0.012562500000000004
282,d25_t00_r05_s032,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1320,32,test,-1.96,-0.99,0.99,0.013250000000000003
283,d25_t00_r05_s033,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1360,33,test,-1.96,-0.99,0.99,0.010875000000000006
284,d25_t00_r05_s034,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1400,34,test,-1.94,-0.98,0.98,0.015375000000000003
285,d25_t00_r05_s035,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1440,35,test,-1.96,-0.99,0.99,0.011375000000000005
286,d25_t00_r05_s036,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1480,36,test,-1.91,-0.975,0.975,0.012937500000000005
287,d25_t00_r05_s037,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1520,37,test,-1.96,-0.99,0.99,0.018562500000000003
288,d25_t00_r05_s038,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1560,38,test,-1.97,-0.99,0.99,0.011625000000000007
289,d25_t00_r05_s039,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1600,39,test,-1.95,-0.985,0.985,0.011437500000000005
290,d25_t00_r05_s040,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1640,40,test,-1.94,-0.985,0.985,0.012500000000000006
291,d25_t00_r05_s041,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1680,41,test,-1.98,-0.995,0.995,0.011875000000000005
292,d25_t00_r05_s042,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1720,42,test,-1.91,-0.975,0.975,0.011000000000000005
293,d25_t00_r05_s043,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1760,43,test,-1.93,-0.98,0.98,0.013937500000000005
294,d25_t00_r05_s044,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1800,44,test,-1.94,-0.965,0.965,0.014062500000000006
295,d25_t00_r05_s045,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1840,45,test,-1.86,-0.96,0.96,0.012812500000000004
296,d25_t00_r05_s046,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1880,46,test,-1.98,-0.995,0.995,0.012937500000000005
297,d25_t00_r05_s047,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1920,47,test,-1.9,-0.97,0.97,0.011687500000000007
298,d25_t00_r05_s048,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,1960,48,test,-1.94,-0.985,0.985,0.0164375
299,d25_t00_r05_s049,1.5,0,5,5,ising2d_t00_r05_seed25090,25090,down,2000,49,test,-1.98,-0.995,0.995,0.011375000000000007
300,d25_t01_r00_s000,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,40,0,train,-1.94,0.985,0.985,0.023624999999999986
301,d25_t01_r00_s001,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,80,1,train,-1.89,0.96,0.96,0.027437500000000004
302,d25_t01_r00_s002,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,120,2,train,-1.94,0.985,0.985,0.03181249999999999
303,d25_t01_r00_s003,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,160,3,train,-1.96,0.99,0.99,0.0316875
304,d25_t01_r00_s004,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,200,4,train,-1.86,0.96,0.96,0.027249999999999996
305,d25_t01_r00_s005,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,240,5,train,-1.86,0.96,0.96,0.034374999999999996
306,d25_t01_r00_s006,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,280,6,train,-1.98,0.995,0.995,0.03356250000000001
307,d25_t01_r00_s007,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,320,7,train,-1.94,0.985,0.985,0.027625
308,d25_t01_r00_s008,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,360,8,train,-1.89,0.97,0.97,0.024437500000000004
309,d25_t01_r00_s009,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,400,9,train,-1.88,0.96,0.96,0.024874999999999994
310,d25_t01_r00_s010,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,440,10,train,-1.84,0.95,0.95,0.034875
311,d25_t01_r00_s011,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,480,11,train,-1.89,0.97,0.97,0.031124999999999993
312,d25_t01_r00_s012,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,520,12,train,-1.88,0.97,0.97,0.027874999999999994
313,d25_t01_r00_s013,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,560,13,train,-1.87,0.955,0.955,0.0278125
314,d25_t01_r00_s014,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,600,14,train,-1.84,0.945,0.945,0.022500000000000006
315,d25_t01_r00_s015,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,640,15,train,-1.98,0.995,0.995,0.029249999999999998
316,d25_t01_r00_s016,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,680,16,train,-1.98,0.995,0.995,0.021500000000000002
317,d25_t01_r00_s017,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,720,17,train,-1.85,0.96,0.96,0.029187499999999998
318,d25_t01_r00_s018,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,760,18,train,-1.91,0.975,0.975,0.03331249999999999
319,d25_t01_r00_s019,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,800,19,train,-1.94,0.985,0.985,0.025
320,d25_t01_r00_s020,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,840,20,train,-1.79,0.94,0.94,0.0243125
321,d25_t01_r00_s021,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,880,21,train,-1.98,0.995,0.995,0.02568749999999999
322,d25_t01_r00_s022,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,920,22,train,-1.86,0.965,0.965,0.027124999999999993
323,d25_t01_r00_s023,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,960,23,train,-1.87,0.965,0.965,0.033624999999999995
324,d25_t01_r00_s024,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1000,24,train,-1.88,0.965,0.965,0.032499999999999994
325,d25_t01_r00_s025,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1040,25,train,-1.82,0.955,0.955,0.031875
326,d25_t01_r00_s026,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1080,26,train,-1.92,0.98,0.98,0.026812499999999996
327,d25_t01_r00_s027,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1120,27,train,-1.93,0.98,0.98,0.029125
328,d25_t01_r00_s028,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1160,28,train,-1.9,0.97,0.97,0.038374999999999986
329,d25_t01_r00_s029,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1200,29,train,-1.83,0.95,0.95,0.03525000000000001
330,d25_t01_r00_s030,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1240,30,train,-1.93,0.98,0.98,0.03462499999999999
331,d25_t01_r00_s031,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1280,31,train,-1.89,0.97,0.97,0.023875
332,d25_t01_r00_s032,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1320,32,train,-1.86,0.955,0.955,0.024812500000000005
333,d25_t01_r00_s033,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1360,33,train,-1.94,0.985,0.985,0.025625
334,d25_t01_r00_s034,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1400,34,train,-1.87,0.965,0.965,0.02075
335,d25_t01_r00_s035,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1440,35,train,-1.88,0.965,0.965,0.034625
336,d25_t01_r00_s036,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1480,36,train,-1.88,0.965,0.965,0.04537500000000001
337,d25_t01_r00_s037,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1520,37,train,-1.89,0.96,0.96,0.0258125
338,d25_t01_r00_s038,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1560,38,train,-1.9,0.975,0.975,0.023687500000000004
339,d25_t01_r00_s039,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1600,39,train,-1.94,0.985,0.985,0.029499999999999988
340,d25_t01_r00_s040,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1640,40,train,-1.98,0.995,0.995,0.028749999999999998
341,d25_t01_r00_s041,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1680,41,train,-1.87,0.96,0.96,0.024062499999999994
342,d25_t01_r00_s042,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1720,42,train,-1.94,0.98,0.98,0.025249999999999995
343,d25_t01_r00_s043,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1760,43,train,-1.84,0.945,0.945,0.033437499999999995
344,d25_t01_r00_s044,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1800,44,train,-1.92,0.975,0.975,0.033625
345,d25_t01_r00_s045,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1840,45,train,-1.91,0.975,0.975,0.027749999999999997
346,d25_t01_r00_s046,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1880,46,train,-1.98,0.995,0.995,0.03000000000000001
347,d25_t01_r00_s047,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1920,47,train,-1.94,0.985,0.985,0.026500000000000006
348,d25_t01_r00_s048,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,1960,48,train,-1.92,0.97,0.97,0.028937499999999998
349,d25_t01_r00_s049,1.7,1,0,6,ising2d_t01_r00_seed25001,25001,up,2000,49,train,-1.87,0.965,0.965,0.028437500000000004
350,d25_t01_r01_s000,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,40,0,train,-1.96,-0.99,0.99,0.027437500000000004
351,d25_t01_r01_s001,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,80,1,train,-1.9,-0.975,0.975,0.030062499999999992
352,d25_t01_r01_s002,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,120,2,train,-1.87,-0.95,0.95,0.028312499999999997
353,d25_t01_r01_s003,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,160,3,train,-1.88,-0.965,0.965,0.03581250000000001
354,d25_t01_r01_s004,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,200,4,train,-1.92,-0.98,0.98,0.027812499999999997
355,d25_t01_r01_s005,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,240,5,train,-1.89,-0.97,0.97,0.022500000000000003
356,d25_t01_r01_s006,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,280,6,train,-1.8,-0.94,0.94,0.022375
357,d25_t01_r01_s007,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,320,7,train,-1.86,-0.96,0.96,0.029124999999999995
358,d25_t01_r01_s008,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,360,8,train,-1.85,-0.96,0.96,0.035500000000000004
359,d25_t01_r01_s009,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,400,9,train,-1.86,-0.96,0.96,0.032
360,d25_t01_r01_s010,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,440,10,train,-1.86,-0.955,0.955,0.026937500000000003
361,d25_t01_r01_s011,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,480,11,train,-1.9,-0.97,0.97,0.02568750000000001
362,d25_t01_r01_s012,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,520,12,train,-1.92,-0.975,0.975,0.02756249999999999
363,d25_t01_r01_s013,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,560,13,train,-1.96,-0.99,0.99,0.029437499999999995
364,d25_t01_r01_s014,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,600,14,train,-1.92,-0.98,0.98,0.030624999999999996
365,d25_t01_r01_s015,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,640,15,train,-1.96,-0.99,0.99,0.026500000000000006
366,d25_t01_r01_s016,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,680,16,train,-1.91,-0.97,0.97,0.0195
367,d25_t01_r01_s017,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,720,17,train,-1.88,-0.96,0.96,0.028875000000000005
368,d25_t01_r01_s018,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,760,18,train,-1.9,-0.975,0.975,0.029062499999999998
369,d25_t01_r01_s019,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,800,19,train,-1.92,-0.975,0.975,0.03375
370,d25_t01_r01_s020,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,840,20,train,-1.9,-0.965,0.965,0.027375
371,d25_t01_r01_s021,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,880,21,train,-1.94,-0.985,0.985,0.029875000000000002
372,d25_t01_r01_s022,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,920,22,train,-1.84,-0.955,0.955,0.032625
373,d25_t01_r01_s023,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,960,23,train,-1.89,-0.97,0.97,0.027437499999999993
374,d25_t01_r01_s024,1.7,1,1,7,ising2d_t01_r01_seed25019,25019,down,1000,24,train,-1.91,-0.975,0.975,0.026812500000000006
